Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification, Revenue 
X3,2014,Africa,Red,Diesel,Manual,2.5,198457,114845,577,Low," 66,265,565 "
i3,2021,Europe,White,Hybrid,Automatic,1.7,129001,105938,3288,Low," 348,324,144 "
X3,2019,South America,Red,Electric,Manual,3.8,171481,42383,7041,High," 298,418,703 "
i8,2015,Africa,Red,Diesel,Manual,1.9,60913,43439,5284,Low," 229,531,676 "
i8,2016,Europe,Blue,Petrol,Manual,4.5,191604,59627,9454,High," 563,713,658 "
5 Series,2013,Asia,Blue,Hybrid,Automatic,3.8,45722,74501,6935,Low," 516,664,435 "
M3,2016,Middle East,Blue,Electric,Manual,1.6,38412,81786,5058,Low," 413,673,588 "
3 Series,2020,South America,Grey,Diesel,Manual,4,175591,64007,7793,High," 498,806,551 "
M3,2017,North America,Silver,Petrol,Manual,4.5,164356,36497,2353,Low," 85,877,441 "
X6,2020,Asia,Black,Hybrid,Automatic,3.8,45712,90061,4643,Low," 418,153,223 "
X1,2010,Africa,Grey,Diesel,Automatic,1.6,100516,49598,1252,Low," 62,096,696 "
i3,2024,South America,White,Hybrid,Automatic,4.5,57231,47994,1675,Low," 80,389,950 "
M5,2015,Asia,White,Petrol,Automatic,4.1,95889,52950,6177,Low," 327,072,150 "
M5,2017,Middle East,Grey,Diesel,Automatic,2.8,55643,96914,4669,Low," 452,491,466 "
i3,2014,South America,Grey,Diesel,Automatic,2.7,22417,98122,5178,Low," 508,075,716 "
M5,2013,Asia,Silver,Diesel,Automatic,3.2,193534,70907,8254,High," 585,266,378 "
M3,2011,South America,Grey,Petrol,Manual,4.5,137855,96941,6712,Low," 650,667,992 "
i8,2015,Asia,Black,Hybrid,Automatic,2.4,6365,30074,2845,Low," 85,560,530 "
M3,2015,North America,Grey,Electric,Automatic,1.9,167647,88780,4997,Low," 443,633,660 "
3 Series,2020,Middle East,Red,Petrol,Manual,4.5,105037,73453,7286,High," 535,178,558 "
i3,2024,South America,Blue,Hybrid,Manual,1.6,128016,107658,9124,High," 982,271,592 "
X6,2010,Europe,White,Hybrid,Manual,4.7,7762,61914,5045,Low," 312,356,130 "
X6,2018,South America,Grey,Diesel,Manual,2.6,40764,116735,4709,Low," 549,705,115 "
i3,2021,Europe,Silver,Hybrid,Automatic,3.3,24238,111742,1482,Low," 165,601,644 "
M5,2020,Africa,Grey,Petrol,Automatic,2,195911,64700,3134,Low," 202,769,800 "
X3,2015,Middle East,Grey,Diesel,Automatic,4.7,134039,70672,6856,Low," 484,527,232 "
3 Series,2022,Middle East,Silver,Petrol,Automatic,4.1,116572,47284,3730,Low," 176,369,320 "
M3,2012,Europe,White,Diesel,Manual,4.7,194359,93837,8190,High," 768,525,030 "
7 Series,2013,Africa,Red,Diesel,Manual,3.9,143864,74401,9067,High," 674,593,867 "
3 Series,2021,South America,Grey,Hybrid,Automatic,2.1,37246,112265,5726,Low," 642,829,390 "
7 Series,2020,Asia,White,Petrol,Automatic,2.6,188234,71570,3284,Low," 235,035,880 "
i8,2013,Europe,White,Hybrid,Automatic,3.2,110079,70118,7254,High," 508,635,972 "
i3,2012,Middle East,Silver,Petrol,Automatic,3.6,53579,80919,2377,Low," 192,344,463 "
M5,2019,Asia,Blue,Hybrid,Automatic,4.7,164678,49840,1883,Low," 93,848,720 "
3 Series,2012,South America,Silver,Petrol,Manual,2.8,137794,99478,520,Low," 51,728,560 "
X1,2024,Europe,Grey,Diesel,Manual,4,87263,71666,8913,High," 638,759,058 "
i3,2012,Africa,Red,Diesel,Manual,4.9,86785,99512,2353,Low," 234,151,736 "
X3,2013,South America,Grey,Petrol,Manual,2,156944,55881,6169,Low," 344,729,889 "
M5,2016,Africa,White,Diesel,Automatic,4.5,39593,109963,113,Low," 12,425,819 "
X5,2013,Europe,White,Diesel,Automatic,3,162617,79299,2353,Low," 186,590,547 "
i3,2018,Africa,Blue,Diesel,Manual,4.1,180348,46141,8132,High," 375,218,612 "
X1,2010,Europe,Silver,Electric,Manual,2.5,97558,101553,1718,Low," 174,468,054 "
3 Series,2017,Africa,Silver,Diesel,Manual,2.7,124960,115369,5481,Low," 632,337,489 "
X6,2016,Europe,Black,Electric,Manual,1.6,28972,89763,7436,High," 667,477,668 "
X5,2011,Europe,Blue,Petrol,Automatic,4.9,141616,117994,6327,Low," 746,548,038 "
i3,2017,Asia,Black,Diesel,Manual,4.3,42089,99138,5415,Low," 536,832,270 "
X5,2010,North America,Silver,Diesel,Manual,1.8,102510,107741,2737,Low," 294,887,117 "
X1,2020,Europe,Grey,Petrol,Automatic,5,64144,39207,4488,Low," 175,961,016 "
5 Series,2021,North America,Blue,Hybrid,Automatic,3.6,166252,52030,1849,Low," 96,203,470 "
X5,2018,Asia,Black,Petrol,Manual,4.5,106246,72271,6300,Low," 455,307,300 "
X1,2018,Europe,Black,Petrol,Manual,1.7,25059,42749,3108,Low," 132,863,892 "
M3,2011,Africa,White,Hybrid,Manual,2.9,49603,80312,2792,Low," 224,231,104 "
i3,2016,Middle East,Black,Hybrid,Manual,3.8,134173,89891,3901,Low," 350,664,791 "
i3,2024,Asia,Red,Petrol,Manual,1.9,42153,62609,897,Low," 56,160,273 "
i3,2023,Europe,Grey,Hybrid,Automatic,3.2,136858,54036,3108,Low," 167,943,888 "
X6,2019,Africa,Grey,Hybrid,Manual,3,199006,116494,9003,High," 1,048,795,482 "
3 Series,2012,Africa,Red,Electric,Automatic,2.3,190156,116827,9454,High," 1,104,482,458 "
X6,2016,Africa,Grey,Petrol,Automatic,2.6,160714,115705,7064,High," 817,340,120 "
5 Series,2021,North America,White,Petrol,Manual,4.9,128242,51552,4585,Low," 236,365,920 "
7 Series,2019,North America,Silver,Hybrid,Automatic,2.5,40052,32230,4515,Low," 145,518,450 "
i8,2018,Asia,Grey,Petrol,Manual,2.2,126505,92606,9586,High," 887,721,116 "
i8,2013,Middle East,Silver,Hybrid,Automatic,3.4,149450,97301,9597,High," 933,797,697 "
i8,2021,Africa,Black,Diesel,Manual,3.8,164473,102381,9156,High," 937,400,436 "
5 Series,2010,South America,Red,Electric,Automatic,4,9951,39129,8440,High," 330,248,760 "
3 Series,2011,North America,Grey,Hybrid,Automatic,4.1,146359,105042,2463,Low," 258,718,446 "
i8,2010,South America,Red,Diesel,Manual,1.6,76908,48463,3398,Low," 164,677,274 "
X6,2023,South America,Grey,Petrol,Automatic,2.9,167411,94959,8066,High," 765,939,294 "
X5,2021,Asia,Silver,Diesel,Manual,4.2,48241,106595,5829,Low," 621,342,255 "
X3,2014,Middle East,White,Petrol,Automatic,4.7,95070,83106,6254,Low," 519,744,924 "
7 Series,2014,North America,Silver,Electric,Automatic,3.6,182618,116107,7608,High," 883,342,056 "
X3,2020,South America,Silver,Hybrid,Automatic,1.7,158566,114790,2156,Low," 247,487,240 "
i8,2016,South America,Red,Hybrid,Manual,2.9,32573,42409,5098,Low," 216,201,082 "
X1,2018,Asia,Blue,Diesel,Automatic,1.8,138433,112394,5095,Low," 572,647,430 "
7 Series,2018,North America,White,Diesel,Manual,4.1,30215,40062,305,Low," 12,218,910 "
i8,2012,Europe,Blue,Electric,Manual,1.7,67114,68714,5960,Low," 409,535,440 "
3 Series,2012,Europe,Blue,Diesel,Manual,2.2,154736,78565,3990,Low," 313,474,350 "
5 Series,2012,Middle East,Blue,Electric,Automatic,3,121611,76420,6844,Low," 523,018,480 "
M3,2013,Middle East,White,Petrol,Manual,3.1,74067,67269,2781,Low," 187,075,089 "
X5,2017,Africa,Blue,Hybrid,Manual,2.9,110631,110049,1386,Low," 152,527,914 "
3 Series,2015,North America,Blue,Petrol,Automatic,3.1,187396,71905,7571,High," 544,392,755 "
i3,2017,South America,Grey,Petrol,Automatic,4,174519,31948,5863,Low," 187,311,124 "
X6,2010,North America,Blue,Petrol,Automatic,2.8,36327,66518,7163,High," 476,468,434 "
3 Series,2017,South America,Silver,Electric,Manual,3.4,144332,102814,5037,Low," 517,874,118 "
5 Series,2013,Middle East,Grey,Electric,Manual,2.6,163437,69488,8943,High," 621,431,184 "
i8,2020,Asia,White,Hybrid,Manual,2.7,111872,34401,288,Low," 9,907,488 "
X1,2010,North America,Red,Hybrid,Manual,3.6,4768,35905,5184,Low," 186,131,520 "
X3,2017,Europe,Red,Electric,Manual,3.2,84155,70778,8167,High," 578,043,926 "
X6,2013,South America,Red,Petrol,Manual,4,142408,60324,2195,Low," 132,411,180 "
X1,2015,Middle East,Silver,Hybrid,Automatic,3.5,117990,58708,3657,Low," 214,695,156 "
M5,2017,South America,Silver,Diesel,Manual,4.3,57377,91637,9121,High," 835,821,077 "
i8,2013,Africa,Silver,Petrol,Manual,3.1,136263,116643,4751,Low," 554,170,893 "
X1,2023,Europe,Silver,Diesel,Manual,3.2,112416,53115,874,Low," 46,422,510 "
3 Series,2012,North America,White,Hybrid,Manual,3.8,110051,82258,9890,High," 813,531,620 "
7 Series,2023,South America,Black,Electric,Manual,2.3,179767,47128,7301,High," 344,081,528 "
X5,2018,Europe,Silver,Diesel,Manual,2.9,124134,37111,4242,Low," 157,424,862 "
M5,2012,Europe,Black,Petrol,Automatic,3.7,124564,119792,3324,Low," 398,188,608 "
X5,2018,Africa,Black,Electric,Manual,1.6,6634,67794,9284,High," 629,399,496 "
i3,2022,North America,Black,Hybrid,Automatic,3,81603,115537,5387,Low," 622,397,819 "
X6,2011,Africa,Red,Hybrid,Automatic,3.6,97667,81625,3309,Low," 270,097,125 "
7 Series,2023,Europe,Black,Diesel,Manual,4.9,109291,30463,7111,High," 216,622,393 "
M3,2011,Middle East,Black,Diesel,Automatic,4.6,106672,101785,1625,Low," 165,400,625 "
M5,2011,Africa,Red,Petrol,Automatic,2.5,41594,93495,489,Low," 45,719,055 "
i3,2015,Asia,White,Hybrid,Manual,3.3,95364,91829,7118,High," 653,638,822 "
M5,2012,Middle East,Red,Diesel,Manual,1.7,71227,114903,8924,High," 1,025,394,372 "
X1,2022,South America,Black,Petrol,Automatic,2.3,26767,117363,642,Low," 75,347,046 "
i3,2018,Africa,White,Hybrid,Automatic,4.2,27979,95982,4366,Low," 419,057,412 "
M5,2013,Asia,White,Petrol,Automatic,1.9,170073,81725,1404,Low," 114,741,900 "
X5,2010,Africa,White,Hybrid,Automatic,2.4,23577,62344,8358,High," 521,071,152 "
3 Series,2013,South America,Blue,Electric,Automatic,4.8,121155,35561,3816,Low," 135,700,776 "
X1,2010,North America,Black,Diesel,Manual,4.4,148730,59157,9680,High," 572,639,760 "
M3,2023,South America,Grey,Hybrid,Manual,4.2,80410,55419,7109,High," 393,973,671 "
X3,2014,South America,Silver,Petrol,Manual,4.5,35380,84387,6211,Low," 524,127,657 "
X6,2013,South America,White,Electric,Manual,4.1,183126,36457,1866,Low," 68,028,762 "
X5,2017,Europe,Silver,Electric,Automatic,1.9,5204,32190,143,Low," 4,603,170 "
X5,2017,South America,Black,Hybrid,Manual,3.3,42159,85852,5802,Low," 498,113,304 "
X3,2016,Asia,Grey,Petrol,Automatic,3.1,143652,93537,5924,Low," 554,113,188 "
X6,2012,South America,Grey,Diesel,Manual,2.6,186337,56075,9184,High," 514,992,800 "
i3,2010,Asia,White,Petrol,Manual,4.4,25644,33486,4936,Low," 165,286,896 "
5 Series,2010,Africa,Grey,Electric,Manual,3.1,127690,74267,2849,Low," 211,586,683 "
5 Series,2021,Asia,White,Electric,Manual,1.7,21122,112462,5903,Low," 663,863,186 "
i8,2020,South America,White,Hybrid,Automatic,2.5,59781,62084,4541,Low," 281,923,444 "
i3,2012,Europe,Black,Hybrid,Automatic,2.3,183685,119952,9131,High," 1,095,281,712 "
7 Series,2015,Europe,Grey,Diesel,Manual,4.6,126540,33593,3220,Low," 108,169,460 "
7 Series,2016,Africa,Red,Diesel,Manual,3.8,92316,85617,1909,Low," 163,442,853 "
X3,2015,Asia,Grey,Diesel,Manual,3.5,6304,45543,6657,Low," 303,179,751 "
X6,2023,Europe,White,Hybrid,Automatic,3.3,54800,100512,9966,High," 1,001,702,592 "
X5,2023,South America,Grey,Petrol,Manual,3.8,51128,94088,2930,Low," 275,677,840 "
i8,2015,Middle East,Silver,Electric,Automatic,4.1,86794,39377,9525,High," 375,065,925 "
X1,2015,Africa,Silver,Hybrid,Automatic,3.4,15994,41990,8543,High," 358,720,570 "
i8,2022,Africa,Black,Diesel,Manual,4.8,89921,41946,2452,Low," 102,851,592 "
X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,40370,6148,Low," 248,194,760 "
3 Series,2015,Africa,Red,Electric,Automatic,5,69854,58429,8981,High," 524,750,849 "
X3,2017,North America,Silver,Petrol,Manual,3.8,113551,30284,241,Low," 7,298,444 "
3 Series,2020,Middle East,Red,Petrol,Automatic,4.8,159467,76201,5760,Low," 438,917,760 "
M3,2020,North America,Red,Hybrid,Automatic,2.9,180136,59712,6726,Low," 401,622,912 "
X6,2011,North America,Black,Diesel,Automatic,4.5,109348,85468,8241,High," 704,341,788 "
i8,2014,Middle East,White,Diesel,Manual,4.7,144533,82911,4321,Low," 358,258,431 "
X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649,6736,Low," 368,115,664 "
5 Series,2010,Africa,Black,Diesel,Automatic,4.4,102278,35915,9841,High," 353,439,515 "
M3,2021,Middle East,White,Hybrid,Manual,2.9,162609,54134,904,Low," 48,937,136 "
M5,2024,Middle East,White,Hybrid,Automatic,2.1,43892,84569,4431,Low," 374,725,239 "
7 Series,2010,Africa,Blue,Diesel,Automatic,2.7,185870,92721,7521,High," 697,354,641 "
5 Series,2014,South America,Black,Diesel,Automatic,4.2,134531,87621,4611,Low," 404,020,431 "
5 Series,2021,North America,Blue,Hybrid,Manual,2.3,194391,76581,6866,Low," 525,805,146 "
3 Series,2022,Middle East,Silver,Hybrid,Automatic,3.2,118028,63248,8095,High," 511,992,560 "
i3,2012,Middle East,Red,Diesel,Manual,3.5,155164,118934,1818,Low," 216,222,012 "
i3,2013,North America,Red,Electric,Automatic,3.6,167951,104651,1054,Low," 110,302,154 "
3 Series,2012,South America,Red,Hybrid,Manual,4.8,135680,93319,3307,Low," 308,605,933 "
M3,2010,Middle East,Grey,Petrol,Manual,3.8,20833,30946,6000,Low," 185,676,000 "
X5,2010,Africa,Black,Diesel,Automatic,4.3,169423,45093,7103,High," 320,295,579 "
M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769,1942,Low," 129,665,398 "
5 Series,2021,Europe,Black,Electric,Automatic,4.4,82062,84946,2018,Low," 171,421,028 "
5 Series,2023,South America,Red,Petrol,Manual,2.4,181200,46751,5122,Low," 239,458,622 "
X1,2022,Africa,Blue,Hybrid,Automatic,2.2,16720,41380,2118,Low," 87,642,840 "
M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130,9240,High," 324,601,200 "
i3,2014,South America,Red,Diesel,Manual,3.9,185012,74147,8800,High," 652,493,600 "
i8,2015,Europe,Grey,Electric,Automatic,3.9,137116,71187,3942,Low," 280,619,154 "
M3,2012,Europe,Red,Electric,Automatic,3.1,125303,36190,6344,Low," 229,589,360 "
M3,2021,South America,Grey,Diesel,Automatic,2.8,72907,31385,634,Low," 19,898,090 "
5 Series,2018,South America,Blue,Diesel,Manual,3.4,96313,48896,398,Low," 19,460,608 "
X6,2014,Asia,Black,Electric,Manual,1.9,114324,111758,7978,High," 891,605,324 "
X3,2017,Europe,Red,Electric,Automatic,3.1,37926,112367,6565,Low," 737,689,355 "
X3,2022,South America,Blue,Diesel,Automatic,3.1,1536,42468,9374,High," 398,095,032 "
i8,2010,North America,Blue,Hybrid,Automatic,3.4,58700,94124,2613,Low," 245,946,012 "
7 Series,2023,South America,Grey,Diesel,Manual,3.7,33111,102861,5453,Low," 560,901,033 "
3 Series,2014,Middle East,Grey,Diesel,Manual,4.9,154711,76421,867,Low," 66,257,007 "
i8,2024,Africa,White,Petrol,Manual,3.8,145740,97980,6665,Low," 653,036,700 "
X6,2012,Africa,Black,Hybrid,Manual,4.6,17763,53320,101,Low," 5,385,320 "
i8,2021,South America,Grey,Diesel,Automatic,3.4,158596,31016,4938,Low," 153,157,008 "
X1,2010,Africa,Red,Electric,Automatic,3.7,70582,32634,5754,Low," 187,776,036 "
5 Series,2013,Africa,Grey,Petrol,Manual,1.7,164685,82139,1560,Low," 128,136,840 "
M5,2024,South America,Blue,Petrol,Manual,2,32207,35232,4545,Low," 160,129,440 "
i8,2022,Middle East,Black,Hybrid,Manual,3.5,36421,117586,5532,Low," 650,485,752 "
M5,2014,Africa,Blue,Petrol,Automatic,2.9,109953,90079,6074,Low," 547,139,846 "
3 Series,2016,Africa,Silver,Hybrid,Manual,4.3,45420,55483,9417,High," 522,483,411 "
7 Series,2010,South America,Blue,Hybrid,Automatic,3.4,169022,110072,3588,Low," 394,938,336 "
X3,2012,South America,Red,Diesel,Automatic,4.6,71247,46723,1251,Low," 58,450,473 "
X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,98433,9105,High," 896,232,465 "
X5,2018,Africa,Silver,Diesel,Manual,2,54511,52655,7876,High," 414,710,780 "
X1,2019,Asia,Black,Electric,Manual,2.9,190036,58531,7317,High," 428,271,327 "
X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647,1983,Low," 225,362,001 "
M5,2015,Middle East,Grey,Petrol,Automatic,2.6,166487,112693,5817,Low," 655,535,181 "
5 Series,2019,Middle East,Silver,Petrol,Automatic,2.4,121797,100148,7231,High," 724,170,188 "
M5,2012,Asia,Grey,Hybrid,Automatic,4.3,124001,82901,222,Low," 18,404,022 "
i3,2017,Europe,Grey,Diesel,Automatic,4.9,40442,67998,7313,High," 497,269,374 "
i3,2023,Middle East,Black,Electric,Manual,4.2,2005,41659,1786,Low," 74,402,974 "
7 Series,2017,North America,Black,Hybrid,Manual,3.3,194029,43238,8514,High," 368,128,332 "
X6,2011,South America,Blue,Petrol,Manual,3,169730,86385,9968,High," 861,085,680 "
X5,2024,Europe,Blue,Petrol,Manual,3.4,82598,113709,8047,High," 915,016,323 "
i8,2015,South America,Red,Petrol,Automatic,3.1,182742,80754,5839,Low," 471,522,606 "
X3,2016,South America,Red,Hybrid,Automatic,3.3,26890,60361,1339,Low," 80,823,379 "
X3,2011,Middle East,Grey,Hybrid,Automatic,2.2,59103,46517,9462,High," 440,143,854 "
X3,2024,Europe,Red,Electric,Manual,4.7,1390,119117,7270,High," 865,980,590 "
i8,2020,North America,Red,Diesel,Automatic,4.1,5405,108815,2879,Low," 313,278,385 "
3 Series,2019,South America,Black,Hybrid,Manual,3.9,42467,102968,2165,Low," 222,925,720 "
X6,2011,Africa,White,Diesel,Manual,4.8,35394,102034,4455,Low," 454,561,470 "
X5,2019,Europe,Blue,Hybrid,Manual,2.5,36527,84856,2035,Low," 172,681,960 "
i3,2010,Europe,Red,Petrol,Automatic,1.8,126567,46702,7510,High," 350,732,020 "
3 Series,2017,North America,Red,Electric,Automatic,4.4,3879,49819,9025,High," 449,616,475 "
X1,2010,Africa,Black,Diesel,Automatic,5,37731,33141,5113,Low," 169,449,933 "
X5,2018,Europe,Blue,Petrol,Manual,3.5,31445,62226,7616,High," 473,913,216 "
3 Series,2020,South America,Silver,Diesel,Automatic,1.7,176625,117171,6688,Low," 783,639,648 "
3 Series,2015,North America,White,Hybrid,Automatic,4.2,154571,54989,9390,High," 516,346,710 "
5 Series,2016,North America,White,Electric,Manual,1.8,28199,54748,3539,Low," 193,753,172 "
7 Series,2022,Asia,Black,Electric,Manual,3.4,157901,51785,7315,High," 378,807,275 "
X3,2019,Africa,Black,Hybrid,Automatic,2.5,114886,70265,9879,High," 694,147,935 "
X6,2016,Europe,Black,Petrol,Manual,4.7,10561,63605,8533,High," 542,741,465 "
M3,2019,Africa,White,Hybrid,Automatic,3.1,108903,58185,335,Low," 19,491,975 "
i8,2012,Middle East,Red,Electric,Automatic,4.6,144778,108406,993,Low," 107,647,158 "
i8,2011,North America,Silver,Diesel,Automatic,2.5,129520,38071,8143,High," 310,012,153 "
7 Series,2018,Europe,Silver,Hybrid,Manual,2.9,16841,75628,8340,High," 630,737,520 "
M3,2017,Africa,Silver,Hybrid,Manual,4.8,183782,100693,6324,Low," 636,782,532 "
7 Series,2022,North America,Grey,Electric,Automatic,2.2,91013,89453,7795,High," 697,286,135 "
7 Series,2021,Africa,Silver,Diesel,Manual,3.5,175240,82064,9362,High," 768,283,168 "
i8,2019,North America,White,Petrol,Automatic,2.9,122500,96319,9080,High," 874,576,520 "
7 Series,2016,Middle East,Silver,Hybrid,Automatic,4.2,179716,78386,1274,Low," 99,863,764 "
7 Series,2018,Africa,Red,Electric,Automatic,2,176437,77426,2167,Low," 167,782,142 "
X3,2013,Africa,Black,Electric,Automatic,3,159170,119954,6751,Low," 809,809,454 "
7 Series,2022,North America,Grey,Electric,Automatic,3.9,166155,64742,7762,High," 502,527,404 "
M5,2013,Africa,Grey,Hybrid,Manual,2.9,33669,93884,6440,Low," 604,612,960 "
7 Series,2010,North America,White,Petrol,Manual,1.7,56052,99698,992,Low," 98,900,416 "
X6,2017,Africa,White,Electric,Automatic,4,53449,82740,1329,Low," 109,961,460 "
i8,2023,Africa,Black,Hybrid,Automatic,3.3,123239,52193,6006,Low," 313,471,158 "
X5,2023,North America,Grey,Diesel,Automatic,1.5,56918,36116,3195,Low," 115,390,620 "
3 Series,2021,South America,Silver,Electric,Manual,3.6,99440,51226,2119,Low," 108,547,894 "
i3,2012,Asia,Black,Petrol,Automatic,4.7,192413,114851,1342,Low," 154,130,042 "
X3,2016,South America,Red,Electric,Automatic,1.9,136356,105711,1100,Low," 116,282,100 "
X6,2024,Europe,Silver,Hybrid,Manual,3.6,131579,36319,6496,Low," 235,928,224 "
X6,2021,Africa,Grey,Petrol,Automatic,4.1,192233,32423,844,Low," 27,365,012 "
M3,2011,North America,Red,Electric,Automatic,1.7,119960,56835,6900,Low," 392,161,500 "
X6,2011,North America,White,Electric,Automatic,1.6,129451,104447,6145,Low," 641,826,815 "
X5,2016,Africa,Grey,Diesel,Automatic,3.1,13371,105070,4284,Low," 450,119,880 "
X5,2024,Middle East,White,Hybrid,Automatic,4.3,78733,75419,5961,Low," 449,572,659 "
X1,2015,Asia,Grey,Diesel,Automatic,2.1,199235,84022,1194,Low," 100,322,268 "
i3,2012,Asia,Grey,Electric,Manual,4.4,25251,87697,4050,Low," 355,172,850 "
X5,2018,Middle East,Red,Electric,Manual,3.8,50183,75390,8038,High," 605,984,820 "
X5,2019,Middle East,Red,Hybrid,Manual,2.7,148760,93236,2693,Low," 251,084,548 "
X5,2024,Africa,White,Petrol,Manual,3.3,93603,72936,2487,Low," 181,391,832 "
M5,2023,South America,Silver,Diesel,Manual,4.9,140914,34553,6549,Low," 226,287,597 "
3 Series,2022,Asia,Blue,Electric,Automatic,2.3,34532,90267,6372,Low," 575,181,324 "
i8,2015,Middle East,Grey,Electric,Automatic,3.2,82478,80247,9537,High," 765,315,639 "
i3,2019,Middle East,Grey,Diesel,Manual,3.7,183985,107396,9192,High," 987,184,032 "
X5,2019,Asia,Red,Electric,Automatic,2,15812,76124,4646,Low," 353,672,104 "
3 Series,2015,North America,Blue,Electric,Automatic,1.7,25425,119970,5377,Low," 645,078,690 "
X3,2010,North America,Red,Electric,Automatic,1.5,40927,62008,7502,High," 465,184,016 "
M5,2013,Africa,Blue,Petrol,Automatic,2.6,133161,36902,7598,High," 280,381,396 "
